registration_no,subject_content_text,cleaned_text,annotation
MORLY/E/2023/6789013,Platform par khudai ho rahi hai aur koi suvidha nahi hai. Bahut mushkil ho raha hai.,platform khudai suvidha nahi bahut mushkil,platform_infrastructure
MORLY/E/2023/7890124,Kochi station par facilities bahut kharab hain. Cleanliness aur staff training ki zarurat hai!,kochi station facilities bahut kharab cleanliness staff training zarurat,"train_cleanliness,staff_misbehavior,platform_infrastructure,service_quality,staff_training"
MORLY/E/2023/8901235,"Mera payment pending hai, jabki ticket confirm hai. Please madad karein!",payment pending jabki ticket confirm,"ticket_booking,payment_issue"
MORLY/E/2023/9012346,"Railway staff ka behaviour bahut kharab hai, is par kuch action lena chahiye.",railway staff behaviour bahut kharab action lena chahiye,"staff_misbehavior,service_quality"
MORLY/E/2023/0123457,Bhubaneshwar station par koi facilities nahi hain. Cleanliness bilkul nahi hai!,bhubaneshwar station facilities nahi cleanliness nahi,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/1234569,Mujhe train ke services ke baare mein shikayat hai. Bahut late aati hain!,train services baare shikayat bahut late aati,"train_delay,service_quality"
MORLY/E/2023/2345670,Meray payment ko lekar dikkat hai. Ticket number XXXXXX hai.,meray payment lekar dikkat ticket number xxxxxx,"ticket_booking,payment_issue"
MORLY/E/2023/3456781,Mujhe railway staff se badi dikkat hui hai. Unka attitude theek nahi hai!,railway staff badi dikkat attitude theek nahi,"staff_misbehavior,service_quality"
MORLY/E/2023/4567892,Patna station par facilities bilkul nahi hain. Bahut dikkat hoti hai!,patna station facilities nahi bahut dikkat,platform_infrastructure
MORLY/E/2023/5678903,Mujhe train services se bahut pareshani hai. Please sudhar karein!,train services bahut pareshani sudhar,service_quality
MORLY/E/2023/6351324,"Train ka schedule bahut kharab hai, aur time pe nahi aati. Kabhi kabhi to koi updates nahi milte.",train schedule bahut kharab time nahi aati updates nahi milte,"service_quality,train_schedule"
MORLY/E/2023/2487361,"Mujhe ticket ka paisa wapas nahi mila, booking karte waqt kuch dikkat thi. Please madad karein.",ticket paisa wapas nahi mila booking karte waqt dikkat,"refund_delay,ticket_booking"
MORLY/E/2023/9571842,"Train staff bahut rude the, koi help nahi ki. Aisa nahi hona chahiye.",train staff bahut rude nahi aisa nahi chahiye,staff_misbehavior
MORLY/E/2023/1289645,Platform bahut ganda hai aur facilities bhi theek nahi hai. Kya aap kuch kar sakte hain?,platform bahut ganda facilities theek nahi sakte,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/5647381,Train ki timing bahut irregular hai. Hum log pareshan hain is wajah se.,train timing bahut irregular log pareshan wajah,train_schedule
MORLY/E/2023/8529613,Mujhe refund nahi mila jab maine ticket cancel kiya tha. Please check karein.,refund nahi mila jab ticket cancel check,"refund_delay,ticket_booking"
MORLY/E/2023/7231589,"Staff ki training nahi hui hai, unko nahi pata kya karna hai jab koi issue hota hai.",staff training nahi unko nahi pata jab issue,"staff_misbehavior,service_quality,staff_training"
MORLY/E/2023/3152764,"Platforms pe light nahi hai raat ko, bahut dar lagta hai. Yeh kaise theek hoga?",platforms light nahi raat bahut dar lagta theek hoga,platform_infrastructure
MORLY/E/2023/8092647,Mujhe apne train ke baare mein koi information nahi mil rahi hai. Customer service se baat bhi nahi ho rahi.,apne train baare information nahi mil customer service baat nahi,"service_quality,staff_training"
MORLY/E/2023/4589321,"Maine advance booking ki thi, lekin ab tak payment nahi hua. Please help.",advance booking payment nahi,"ticket_booking,payment_issue"
MORLY/E/2023/8023176,Mujhe staff ki taraf se koi samarthan nahi mila jab mujhe madad ki zarurat thi.,staff taraf samarthan nahi mila jab zarurat,staff_misbehavior
MORLY/E/2023/1906374,Station par facilities bahut kharab hain. Waiting area mein koi arrangements nahi hain.,station facilities bahut kharab waiting area arrangements nahi,"platform_infrastructure,service_quality"
MORLY/E/2023/3628410,Train chalu hone se pehle bahut late hoti hai. Ye samasya jaanne ke liye koi nahi aata.,train chalu hone pehle bahut late samasya jaanne nahi aata,train_delay
MORLY/E/2023/1936754,Mujhe PNR number XXXXXX se related refund nahi mila. Kripya check karein.,pnr number xxxxxx related refund nahi mila kripya check,"refund_delay,ticket_booking,train_delay"
MORLY/E/2023/8745632,Staff ne meri madad nahi ki jab mujhe zarurat thi. Bhiadak staff hai.,staff nahi jab zarurat bhiadak staff,staff_misbehavior
MORLY/E/2023/5289741,Railway station ki cleanliness bilkul theek nahi hai. Kripya kuch karein.,railway station cleanliness theek nahi kripya,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/6742583,"Train ki frequency bahut kam hai, kabhi kabhi train x din tak nahi aati.",train frequency bahut kam train din nahi aati,service_quality
MORLY/E/2023/3890142,"Mujhe refund nahi mila, maine cancel kiya tha. Please help karein.",refund nahi mila cancel,"refund_delay,ticket_booking"
MORLY/E/2023/7162039,"Train ke staff ne mujhe nahi samjha, unka behavior thoda behtar hona chahiye.",train staff nahi samjha behavior thoda behtar chahiye,staff_misbehavior
MORLY/E/2023/8471256,Station ki facilities bilkul theek nahi hain. Restroom kaafi dirty hai aur kuch nahi hai.,station facilities theek nahi restroom dirty nahi,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/3102849,"Train ka timing bilkul sahi nahi hai. Bahut late hoti hai, is wajah se koi aur train pakad nahi pata.",train timing sahi nahi bahut late wajah train pakad nahi pata,"train_delay,train_schedule"
MORLY/E/2023/4927530,Mujhe apne ticket ka refund nahi mila. Please jaldi karein.,apne ticket refund nahi mila jaldi,"refund_delay,ticket_booking"
MORLY/E/2023/9876543,Train ki timing bahut late hai. Kya kuch nahi kar sakte?,train timing bahut late nahi sakte,"train_delay,train_schedule"
MORLY/E/2023/7654321,"Mujhe refund nahi mila, maine ticket cancel kiya tha. Bahut pareshaan hoon.",refund nahi mila ticket cancel bahut pareshaan,"refund_delay,ticket_booking"
MORLY/E/2023/6543210,Platform ki condition bahut kharab hai. Bahut dikkat hoti hai.,platform condition bahut kharab bahut dikkat,"platform_infrastructure,service_quality"
MORLY/E/2023/3210987,Staff ka behavior bahut achha nahi tha. Unhe training ki zarurat hai.,staff behavior bahut achha nahi training zarurat,"staff_misbehavior,staff_training"
MORLY/E/2023/2109876,Train mein khana nahi tha. Kya yeh samasya abhi tak suljhi nahi?,train khana nahi samasya abhi suljhi nahi,service_quality
MORLY/E/2023/1098765,Mujhe payment processing mein dikat aa rahi hai. Kya abhi bhi issue hai?,payment processing dikat abhi issue,"payment_issue,service_quality"
MORLY/E/2023/9876543,Station par safai nahi ho rahi hai. Bahut gandh hai.,station safai nahi bahut gandh,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/5432109,Staff ne mujhe ghalat information di. Bahut samasya hui.,staff ghalat information bahut samasya,"staff_misbehavior,platform_infrastructure,staff_training"
MORLY/E/2023/2109876,Train ka platform change ho gaya bina kisi notice ke. Yeh kaisa system hai?,train platform change bina kisi notice kaisa system,platform_infrastructure
MORLY/E/2023/1029384,Mujhe ticket ka refund nahi mila hai. Bahut zyada intezaar ho gaya.,ticket refund nahi mila bahut zyada intezaar,"refund_delay,ticket_booking"
MORLY/E/2023/5647382,Station ki building kaafi purani hai. Thoda maintenance ki zarurat hai.,station building purani thoda maintenance zarurat,platform_infrastructure
MORLY/E/2023/1987654,Kuch staff ka behavior accha nahi tha. Ye humare liye samasya hai.,staff behavior accha nahi humare samasya,staff_misbehavior
MORLY/E/2023/8765432,"Train ki frequency bahut kam hai, usse samay par nahi milta.",train frequency bahut kam usse samay nahi milta,service_quality
MORLY/E/2023/5432190,"Mera payment ab tak nahi aaya hai, maine to sab kuch sahi kiya tha.",payment nahi sahi,payment_issue
MORLY/E/2023/2109875,Toilet facility station par acchi nahi hai. Bahut dikkat hoti hai.,toilet facility station acchi nahi bahut dikkat,"train_cleanliness,platform_infrastructure,service_quality"
MORLY/E/2023/3029817,Personnel ka attitude achha nahi tha. Ye samasya hai.,personnel attitude achha nahi samasya,staff_misbehavior
MORLY/E/2023/4567893,Train ke seat reservation mein samasya aa rahi hai. Can you help?,train seat reservation samasya,ticket_booking
MORLY/E/2023/1234567,Train ka schedule bilkul bhi follow nahi ho raha hai. Bahut pareshani ho rahi hai.,train schedule follow nahi bahut pareshani,train_schedule
MORLY/E/2023/2345678,"Mujhe refund nahi mila hai, maine ticket cancel kiya tha. Jaldi se meri madad karein.",refund nahi mila ticket cancel jaldi,"refund_delay,ticket_booking"
MORLY/E/2023/3456789,Kolkata station ki safai bahut bekar hai. Kripya dhyan dein.,kolkata station safai bahut bekar kripya dhyan dein,"train_cleanliness,platform_infrastructure,service_quality"
MORLY/E/2023/4567890,Train ke staff ki behavior bahut kharab hai. Unhe training deni chahiye.,train staff behavior bahut kharab training deni chahiye,"staff_misbehavior,service_quality,staff_training"
MORLY/E/2023/5678901,"Train ka time ekdum galat dikh raha hai, iski sudhar honi chahiye.",train time ekdum galat dikh iski sudhar honi chahiye,train_schedule
MORLY/E/2023/6789012,Account se paisa deduct ho gaya lekin ticket nahi mili. Kripya jald madad karein.,account paisa deduct ticket nahi mili kripya jald,"ticket_booking,payment_issue"
MORLY/E/2023/7890123,Station par paani ki suvidha nahi hai. Bahut dikkat hoti hai.,station paani suvidha nahi bahut dikkat,platform_infrastructure
MORLY/E/2023/8901234,Train ke conductors ka behavior achha nahi hai. Unhe training ki zaroorat hai.,train conductors behavior achha nahi training zaroorat,"staff_misbehavior,staff_training"
MORLY/E/2023/9012345,"Train late aayi, iski wajah se mujhe kaam mein dikkat hui. Kripya sudharo.",train late iski wajah kaam dikkat kripya sudharo,train_delay
MORLY/E/2023/0123456,Maine ticket liya tha lekin payment confirm nahi hui. Please madad karein.,ticket payment confirm nahi,"ticket_booking,payment_issue"
MORLY/E/2023/1234568,"Patna station ke washroom bahut gande hain, yeh theek hona chahiye.",patna station washroom bahut gande theek chahiye,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/2345679,Ticket seller ka attitude bahut kharab hai. Unhein samajhna chahiye customer service ka.,ticket seller attitude bahut kharab unhein samajhna chahiye customer service,"ticket_booking,staff_misbehavior,service_quality"
MORLY/E/2023/3456780,Train maine catch nahi ki kyunki wo samay par nahi aayi. Ye baat bahut serious hai.,train catch nahi kyunki samay nahi baat bahut serious,service_quality
MORLY/E/2023/4567891,Mujhe ticket ke liye payment karte waqt problem aayi. Kripya dekhein.,ticket payment karte waqt problem kripya dekhein,"ticket_booking,payment_issue"
MORLY/E/2023/5678902,"Bhopal station ki bahar ki sadak bahut kharab hai, kuch karna chahiye.",bhopal station bahar sadak bahut kharab chahiye,"platform_infrastructure,service_quality"
MORLY/E/2023/6789013,Train ke guards ko dhyan dena chahiye. Unka kaam achha nahi hai.,train guards dhyan dena chahiye kaam achha nahi,service_quality
MORLY/E/2023/7890124,Train kabhi kabhi late hoti hai. Is par kuch kadam uthana chahiye.,train late kadam uthana chahiye,train_delay
MORLY/E/2023/8901235,Ticket ke liye payment karte waqt system crash ho gaya. Jald samadhan chahiye.,ticket payment karte waqt system crash jald samadhan chahiye,"ticket_booking,payment_issue"
MORLY/E/2023/9012346,Nashik station ki suvidhaon mein kami hai. Jaldi se kuch karein.,nashik station suvidhaon kami jaldi,platform_infrastructure
MORLY/E/2023/8523741,Mujhe train ke delay ki wajah se bahut dikkat hui. Koi update nahi mila. Please help!,train delay wajah bahut dikkat update nahi mila,train_delay
MORLY/E/2023/9476123,Mujhe apni ticket ki payment ka confirmation nahi mila hai. Bahut samasya ho rahi hai.,apni ticket payment confirmation nahi mila bahut samasya,"ticket_booking,payment_issue"
MORLY/E/2023/1234567,Station par safai bilkul nahi hai. Log bahut parishan hain. Is par dhyaan dena chahiye.,station safai nahi log bahut parishan dhyaan dena chahiye,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/8357192,TTE ne mere saath achha vyavhaar nahi kiya. Is par action lena chahiye.,tte saath achha vyavhaar nahi action lena chahiye,staff_misbehavior
MORLY/E/2023/3765841,"Train ka time schedule galat hai, please sahi karein. Aashankit hoon jaldi.",train time schedule galat sahi aashankit jaldi,train_schedule
MORLY/E/2023/8521473,Apne ticket ki payment karne ke baad bhi confirmation nahi mila. Bahut takleef ho rahi hai.,apne ticket payment baad confirmation nahi mila bahut takleef,"ticket_booking,payment_issue"
MORLY/E/2023/7912345,"Platform par chunaav ki badhiyat hai, logon ko problem ho rahi hai. Kripya is par dhyaan dein.",platform chunaav badhiyat logon problem kripya dhyaan dein,"platform_infrastructure,service_quality"
MORLY/E/2023/9876542,Mere saath staff ne achha vyavhaar nahi kiya. Aisa nahi hona chahiye.,saath staff achha vyavhaar nahi aisa nahi chahiye,staff_misbehavior
MORLY/E/2023/1452367,Train ka route change ho gaya hai bina kisi sujhaav ke. Kahi aur nahi dekhne diya gaya.,train route change bina kisi sujhaav kahi nahi dekhne,service_quality
MORLY/E/2023/6547890,Mujhe online payment karne par bhi ticket nahi mila. Bahut samasya ho rahi hai.,online payment ticket nahi mila bahut samasya,"ticket_booking,payment_issue"
MORLY/E/2023/9871234,Station par basic facilities nahi hain. Ye bahut zaroori hai. Kripya dekhein.,station basic facilities nahi bahut zaroori kripya dekhein,platform_infrastructure
MORLY/E/2023/4567890,Railway staff ne mere saath achha berehavior nahi kiya. Aisa nahi hona chahiye.,railway staff saath achha berehavior nahi aisa nahi chahiye,staff_misbehavior
MORLY/E/2023/3214567,Train ka schedule barabar nahi hai. Bahut dikkat ho rahi hai kabhi late hota hai kabhi jaldi.,train schedule barabar nahi bahut dikkat late jaldi,"train_delay,train_schedule"
MORLY/E/2023/6543210,Payment karne ke baad abhi tak confirmation nahi mila hai. Please help.,payment baad abhi confirmation nahi mila,payment_issue
MORLY/E/2023/1237890,Platform ki condition bahut kharab hai. Is par dhyaan dena chahiye.,platform condition bahut kharab dhyaan dena chahiye,"platform_infrastructure,service_quality"
MORLY/E/2023/7894561,Staff ne mere saath ghalat vyavhaar kiya. Is par action lein.,staff saath ghalat vyavhaar action lein,"staff_misbehavior,platform_infrastructure"
MORLY/E/2023/6543219,"Mujhe train ki seat confirm nahi hui, bahut parishan ho raha hoon. Jaldi suljhaen.",train seat confirm nahi bahut parishan jaldi suljhaen,payment_issue
MORLY/E/2023/3216548,Payment karne ke baad mujhe kisi bhi confirmation ka email nahi mila. Bahut dikkat ho rahi hai.,payment baad kisi confirmation email nahi mila bahut dikkat,payment_issue
MORLY/E/2023/1234567,Train ka time schedule sahi nahi hai. Bahut der se aati hai. Ghar se nikalne ka time sahi nahi hota.,train time schedule sahi nahi bahut der aati ghar nikalne time sahi nahi,train_schedule
MORLY/E/2023/2345678,"Maine online ticket book kiya tha par payment nahi hua. Account number XXXXXX1234 hai, please madad karein.",online ticket book payment nahi account number xxxxxx,"ticket_booking,payment_issue"
MORLY/E/2023/3456789,"Train ke staff rude hain, unhe thoda training dena padega. Acha service nahi hai.",train staff rude thoda training dena padega acha service nahi,"staff_misbehavior,service_quality,staff_training"
