registration_no,subject_content_text,cleaned_text,agg_cluster
MORLY/E/2023/3456780,"Mujhe apne ticket ka paisa wapas nahi mila hai, please help.",apne ticket paisa wapas nahi mila,1464
MORLY/E/2023/4567891,"Train ek ghanta late hai, kuch action lo please.",train ghanta late action,1201
MORLY/E/2023/5678902,"Station par bahut pareshani ho rahi hai, infrastructure kharab hai.",station bahut pareshani infrastructure kharab,1941
MORLY/E/2023/6789013,"Kuch staff ne rude behavior kiya, shikayat hai.",staff rude behavior shikayat,101
MORLY/E/2023/7890124,Mera ticket ka payment abhi tak nahi aaya. Bahut pareshaan hoon.,ticket payment abhi nahi bahut pareshaan,290
MORLY/E/2023/8901235,"Train ka schedule bilkul galat hai, please rectify karein.",train schedule galat rectify,1031
MORLY/E/2023/9012346,"Railway station ki condition kharab hai, please dhyan de.",railway station condition kharab dhyan,183
MORLY/E/2023/1234567,"Mere train ka time bahut late ho raha hai, koi solution nahi hai kya?",train time bahut late solution nahi,124
MORLY/E/2023/2345678,"Mujhe payment karne me dikkat aa rahi hai, koi madad kare?",payment dikkat kare,611
MORLY/E/2023/3456789,"Railway staff rude hain, unse baat karne me dikkat hoti hai.",railway staff rude unse baat dikkat,658
MORLY/E/2023/4567890,"Station par cleanliness nahi hai, bahut ganda hai.",station cleanliness nahi bahut ganda,1574
MORLY/E/2023/5678901,"Meri train ka schedule baar baar change hota hai, samasya kyu nahi suljha rahe?",train schedule baar baar change samasya kyu nahi suljha,776
MORLY/E/2023/6789012,"Payment refund nahi ho raha hai, bahut pareshaan hoon.",payment refund nahi bahut pareshaan,68
MORLY/E/2023/7890123,"Staff ki training achi nahi hai, unhe improve karna hoga.",staff training achi nahi improve hoga,257
MORLY/E/2023/8901234,"Platform bahut chhota hai, logon ko dikkat hoti hai.",platform bahut chhota logon dikkat,41
MORLY/E/2023/9012345,"Train ki timing hamesha late hoti hai, yeh unacceptable hai.",train timing hamesha late unacceptable,56
MORLY/E/2023/0123456,"Mujhe payment issue ka samadhan chahiye tha, koi update nahi hai?",payment issue samadhan chahiye update nahi,1951
MORLY/E/2023/1234568,"Kuch staff ki training sahi nahi hai, unhe improve karna padega.",staff training sahi nahi improve padega,79
MORLY/E/2023/2345679,"Platform ki sthiti bahut kharab hai, yeh badalna chahiye.",platform sthiti bahut kharab badalna chahiye,467
MORLY/E/2023/3456780,"Train ka operation bahut bekaar hai, samasya jaldi suljhaayein.",train operation bahut bekaar samasya jaldi suljhaayein,230
MORLY/E/2023/4567891,"Mujhe refund nahi mila hai, bahut pareshaan ho raha hoon.",refund nahi mila bahut pareshaan,914
MORLY/E/2023/5678902,"Kuch staff ki training nahi hui hai, yeh unacceptable hai.",staff training nahi unacceptable,403
MORLY/E/2023/6789013,"Station ki facilities bahut kharab hain, behtar karna padega.",station facilities bahut kharab behtar padega,157
MORLY/E/2023/7890124,"Kuch trains ka operation accha nahi hai, please dekhiye.",trains operation accha nahi dekhiye,1414
MORLY/E/2023/8901235,"Refund ka samadhan nahi hua hai, main pareshaan hoon.",refund samadhan nahi main pareshaan,849
MORLY/E/2023/9012346,"Staff ka behavior achha nahi hai, unhe sudhaarna hoga.",staff behavior achha nahi sudhaarna hoga,869
MORLY/E/2023/0123457,"Washroom ki cleanliness bahut kharab hai, please dekhiye.",washroom cleanliness bahut kharab dekhiye,1982
MORLY/E/2023/1234569,"Train ka operational timing bahut galat hai, please ise sudharein.",train operational timing bahut galat ise sudharein,1388
MORLY/E/2023/1234567,Train ka schedule bahut gadbad hai. Kahi baar yatra ke waqt train late hoti hai. Please kuch karein.,train schedule bahut gadbad kahi baar yatra waqt train late,1692
MORLY/E/2023/2345678,Mujhe ticket ke liye payment karne mein problem ho rahi hai. Account se paise nahi kat rahe hain.,ticket payment problem account paise nahi kat,203
MORLY/E/2023/3456789,Railway station ke washroom bahut gande hain. Kya inhe theek kiya ja sakta hai?,railway station washroom bahut gande inhe theek sakta,342
MORLY/E/2023/4567890,Train ke seats issue ho rahe hain. Bahut baar waitlisted tickets ho rahi hain. Help please!,train seats issue bahut baar waitlisted tickets,1913
MORLY/E/2023/5678901,Railway staff ko customer service ki training nahi di gayi hai. Isse customer kaafi pareshan hote hain.,railway staff customer service training nahi isse customer pareshan,712
MORLY/E/2023/6789012,Mere refund ka paisa ab tak nahi aaya hai. Kya aap dekh sakte hain ki kya hua?,refund paisa nahi dekh sakte,138
MORLY/E/2023/7890123,"Platform ka haal bahut kharab hai, please kuch karein. Ye bahut dangerous hai.",platform haal bahut kharab bahut dangerous,501
MORLY/E/2023/8901234,"Train time par nahi aati, yeh sabse annoying hai. Kripya is par dhyan den.",train time nahi aati sabse annoying kripya dhyan den,309
MORLY/E/2023/9012345,Railway person ki behavior bahut bekar hai. Unhe training ki zarurat hai!,railway person behavior bahut bekar training zarurat,291
MORLY/E/2023/0123456,"Mujhe refund nahi mila hai, kya aap iski jaanch kar sakte hain?",refund nahi mila iski jaanch sakte,132
MORLY/E/2023/1234560,"Station pe paani aur saaf safai ki kami hai, ye ek samasya hai.",station paani saaf safai kami samasya,536
MORLY/E/2023/2345607,Kahi baar train ka time badal jaata hai bina kisi notice ke. Ye bahut dikkat hai.,kahi baar train time badal jaata bina kisi notice bahut dikkat,103
MORLY/E/2023/3456708,"Staff ka behavior acha nahi hai, unhe training ki zarurat hai.",staff behavior acha nahi training zarurat,1624
MORLY/E/2023/4567809,Mujhe payment issue face karna pad raha hai. Account se paise nahi cut rahe hain.,payment issue face pad account paise nahi cut,203
MORLY/E/2023/5678902,"Platform par safai nahi hai, bahut samasya hai. Please kuch karein.",platform safai nahi bahut samasya,518
MORLY/E/2023/6789013,"Train schedule bahut kharab hai, baar-baar late ho rahi hai. Please check.",train schedule bahut kharab baarbaar late check,229
MORLY/E/2023/7890124,"Railway staff ka behavior improve karna zaruri hai, wo bahut rude hain.",railway staff behavior improve zaruri bahut rude,1235
MORLY/E/2023/8901235,"Mujhe payment ka issue hai, kya aap madad kar sakte hain?",payment issue sakte,416
MORLY/E/2023/9012346,"Station par facilities bahut kharab hain, humara kya hoga?",station facilities bahut kharab humara hoga,157
MORLY/E/2023/7654321,"Mujhe payment refund nahi mila. Maine train ke liye pay kiya tha, lekin koi confirmation nahi aaya.",payment refund nahi mila train pay confirmation nahi,306
MORLY/E/2023/2345678,Platform par bahut zyada gande hai aur koi cleaning nahi kar raha. Yeh bilkul unacceptable hai.,platform bahut zyada gande cleaning nahi unacceptable,1206
MORLY/E/2023/3456789,"Meri train time par nahi aayi. Schedule disturb ho gaya, please iski jaanch kijiye.",train time nahi schedule disturb iski jaanch kijiye,132
MORLY/E/2023/1234567,"Train ke staff achhe nahi the, bahut rude they. Is par action lena chahiye.",train staff achhe nahi bahut rude action lena chahiye,219
MORLY/E/2023/3456789,"Maine ticket purchase kiya, par mera paisa deduct ho gaya par ticket nahi mili.",ticket purchase paisa deduct ticket nahi mili,18
MORLY/E/2023/5678901,"Railway station par safety issues hain, bahut saare light kharab hain. Koi action kyun nahi ho raha?",railway station safety issues bahut saare light kharab action nahi,648
MORLY/E/2023/6789012,Mujhe train ka schedule update nahi mila. Bahut confusion ho raha hai.,train schedule update nahi mila bahut confusion,813
MORLY/E/2023/7890123,"Train ke staff ki training achhi nahi hai, service bahut bekar hai.",train staff training achhi nahi service bahut bekar,521
MORLY/E/2023/8901234,"Mujhe ticket ka paisa nahi mila, bank statement par dikh nahi raha hai.",ticket paisa nahi mila bank statement dikh nahi,714
MORLY/E/2023/9012345,"Platform par behtareen lighting ki kami hai, raat ko dikhayi nahi deta.",platform behtareen lighting kami raat dikhayi nahi deta,547
MORLY/E/2023/0123456,Mujhe train ka timing change hone ki jankari nahi mili. Bahut dikkat ho rahi hai.,train timing change hone jankari nahi mili bahut dikkat,1102
MORLY/E/2023/1234578,"Train ke staff ne mujhe bekar se treat kiya, is par action lena zaroori hai.",train staff bekar treat action lena zaroori,53
MORLY/E/2023/2345689,Mujhe apne ticket ka paisa return nahi mila. Bahut din ho gaye.,apne ticket paisa return nahi mila bahut din,2022
MORLY/E/2023/3456790,"Station par bahut saare potholes hain, koi nahi dekh raha is par. Please dhyan dijiye.",station bahut saare potholes nahi dekh dhyan dijiye,159
MORLY/E/2023/4567901,"Train ke timings baar baar change ho rahe hain, is par kuch karna chahiye.",train timings baar baar change chahiye,1010
MORLY/E/2023/5678912,"Mujhe staff ki training ki kami dikh rahi hai, service kaafi poor hai.",staff training kami dikh service poor,77
MORLY/E/2023/6789023,"Mujhe train ka ticket cancel karne par paisa nahi mila, mujhe bataya nahi gaya.",train ticket cancel paisa nahi mila bataya nahi,533
MORLY/E/2023/7890134,"Station ka infrastructure kaafi purana hai, iski sudhar ki zarurat hai.",station infrastructure purana iski sudhar zarurat,310
MORLY/E/2023/8902345,"Mere ghar par railway track ke paas bahut noise hai, is par zarurat hai ki kuch action liya jaye.",ghar railway track paas bahut noise zarurat action jaye,1321
MORLY/E/2023/9012456,"Mujhe staff ki behavior kaafi bekar laga, is par kuch action lena chahiye.",staff behavior bekar laga action lena chahiye,219
MORLY/E/2023/1234567,Train ka time baar baar badal raha hai! Yeh bahut pareshan kar raha hai. Kya aap log kuch kar sakte hain?,train time baar baar badal bahut pareshan log sakte,1577
MORLY/E/2023/7654321,"Maine ticket cancel kiya tha, lekin refund nahi aaya. Kya aap iski jaanch kar sakte hain? PNR: X123X45.",ticket cancel refund nahi iski jaanch sakte pnr,1597
MORLY/E/2023/2345678,Platform par safai nahi hoti hai. Bahut gandh hai aur sthal par kachra hai. Yeh rail yatra mein samasya hai.,platform safai nahi bahut gandh sthal kachra rail yatra samasya,514
MORLY/E/2023/3456789,Railway staff behaving rudely with passengers. Kya aap is par kuch kar sakte hain? Yeh unacceptable hai.,railway staff behaving rudely passengers sakte unacceptable,996
MORLY/E/2023/4567890,"Train delays bahut ho rahe hain. Mere office ka time miss ho raha hai, please kuch karein!",train delays bahut office time miss,1087
MORLY/E/2023/5678901,Mujhe ticket book karne par extra charges lage hain. Kya yeh sahi hai? Account no: XXXXXX1234.,ticket book extra charges lage sahi account xxxxxx,1011
MORLY/E/2023/6789012,Station pe lift kharab hai. Bahut log pareshan ho rahe hain. Kya aap is par dhyan de sakte hain?,station lift kharab bahut log pareshan dhyan sakte,75
MORLY/E/2023/7890123,"Train conductors are not helping passengers with queries. Yeh bahut samasya hai, please dekhein.",train conductors helping passengers queries bahut samasya dekhein,766
MORLY/E/2023/8901234,Mujhe ticket book karne par samasya aayi. Kya aap meri madad kar sakte hain? PNR: XXXXXX.,ticket book samasya sakte pnr xxxxxx,1890
MORLY/E/2023/9012345,Maine ek mistake se do tickets book kar di hain. Kya aap meri ek ticket cancel kar sakte hain? Yahan PNR: XXXXXX hai.,mistake tickets book ticket cancel sakte yahan pnr xxxxxx,1890
MORLY/E/2023/0123456,"Platform par seats kharab hain, sitting nahi hoti hai. Kya aap kuch kar sakte hain?",platform seats kharab sitting nahi sakte,1579
MORLY/E/2023/1234568,"Mujhe railway staff se achha vyavhar nahi mila. Yeh bahut bura hai, please dekhein.",railway staff achha vyavhar nahi mila bahut bura dekhein,748
MORLY/E/2023/2345679,Train ka local timing sahi nahi hai. Aap log kuch kar sakte hain? Bahut dikkat hoti hai.,train local timing sahi nahi log sakte bahut dikkat,1384
MORLY/E/2023/3456780,Mujhe refund nahi mila hai jabki maine cancel kiya tha. Kya yeh sahi hai? PNR: XXXXXX.,refund nahi mila jabki cancel sahi pnr xxxxxx,790
MORLY/E/2023/4567891,Railway station pe washroom bahut gande hain. Kya aap kuch kar sakte hain?,railway station washroom bahut gande sakte,342
MORLY/E/2023/5678902,Koi staff mere prashna ka jawab nahi de raha. Yeh bahut samasya hai. Kya aap kuch kar sakte hain?,staff prashna jawab nahi bahut samasya sakte,1589
MORLY/E/2023/6789013,"Mujhe train ka schedule baar baar badal raha hai. Bahut pareshani hoti hai, please dekhein.",train schedule baar baar badal bahut pareshani dekhein,399
MORLY/E/2023/7890124,Mujhe meri payment nahi mili hai jabki maine ticket book kiya tha. Kya yeh samasya hai? Account: XXXXXX.,payment nahi mili jabki ticket book samasya account xxxxxx,1011
MORLY/E/2023/4512367,"Train time pe nahi aayi, bahut dikkat hui. Mere paas koi aur option nahi tha.",train time nahi bahut dikkat paas option nahi,1751
MORLY/E/2023/9823465,"Mujhe refund nahi mila, payment details bhi sahi nahi hain, help karo.",refund nahi mila payment details sahi nahi,458
MORLY/E/2023/3748921,"Platform bahut kharab hai, paani bhara rehta hai, koi dekhne wala nahi hai.",platform bahut kharab paani bhara rehta dekhne wala nahi,626
MORLY/E/2023/4857321,"Staff ka behavior bilkul accha nahi tha, ghamandi the sab log.",staff behavior accha nahi ghamandi log,89
MORLY/E/2023/1098765,"Train ki seat confirm nahi hui, fir bhi ticket ka paisa kahan gaya?",train seat confirm nahi fir ticket paisa,408
MORLY/E/2023/3456789,"Payment gateway par error aa raha hai, kya karu.",payment gateway error karu,1003
MORLY/E/2023/5678123,"Station par safai nahi hoti, bahut ganda hai, koi dhyan nahi de raha.",station safai nahi bahut ganda dhyan nahi,166
MORLY/E/2023/6789432,"Train staff ka behavior sahi nahi hai, rude hain sab.",train staff behavior sahi nahi rude,667
MORLY/E/2023/9876540,"Train bahut late ho gayi, koi update nahi diya.",train bahut late update nahi,679
MORLY/E/2023/1234567,Mera ticket cancel ho gaya aur main refund nahi mil raha. Kya karun?,ticket cancel main refund nahi mil karun,1666
MORLY/E/2023/4567891,"Platform bahut kharab hai, sab jagah gande paani bhare hue hain.",platform bahut kharab jagah gande paani bhare hue,195
MORLY/E/2023/1122334,Staff ka behavior bahut rude tha. Koi respect nahi diya.,staff behavior bahut rude respect nahi,248
MORLY/E/2023/3344556,"Train ka timing wrong hai, kabhi bhi nahi aata.",train timing wrong nahi aata,716
MORLY/E/2023/6543210,Mera payment process nahi ho raha. Bahut baar try kiya.,payment process nahi bahut baar try,1160
MORLY/E/2023/7890123,"Railway station ki safai bahut kharab hai, koi dhyan nahi de raha.",railway station safai bahut kharab dhyan nahi,241
MORLY/E/2023/4567892,"Railway staff ka behavior accha nahi hai, rude hai sabhi.",railway staff behavior accha nahi rude sabhi,542
MORLY/E/2023/7896541,"Train ka time sahi nahi hai, baar baar late ho rahi hai.",train time sahi nahi baar baar late,110
MORLY/E/2023/1357924,"Mera payment refund nahi ho raha, bahut problem ho rahi hai.",payment refund nahi bahut problem,234
MORLY/E/2023/2468135,"Station ke washrooms bahut gande hain, koi safai nahi kar raha.",station washrooms bahut gande safai nahi,617
MORLY/E/2023/9876543,"Staff ke behavior mein sudhar ki zarurat hai, unse baat nahi karte.",staff behavior sudhar zarurat unse baat nahi karte,1052
MORLY/E/2023/5432167,"Train ka timing sahi nahi hai, baar baar late hai.",train timing sahi nahi baar baar late,1785
MORLY/E/2023/6789123,"Payment ka status nahi dikh raha hai, kya karun?",payment status nahi dikh karun,276
MORLY/E/2023/8357493,Train ka timing hamesha late hota hai. Kabhi kabhi to 2 ghante bhi late aa jati hai.,train timing hamesha late ghante late jati,1735
MORLY/E/2023/3456712,Mere ticket ka refund nahi aa raha hai. Payment to deduct ho gaya tha.,ticket refund nahi payment deduct,618
MORLY/E/2023/9876451,Station par safai nahi hoti. Bahut ganda hai waha.,station safai nahi bahut ganda waha,410
MORLY/E/2023/4567890,Train staff ka behavior bahut kharab hai. Unhe training ki zarurat hai.,train staff behavior bahut kharab training zarurat,1570
MORLY/E/2023/2365894,Train ka route galat hai. Baat karne par koi sunta nahi hai.,train route galat baat sunta nahi,1922
MORLY/E/2023/7890123,Mere credit card se ticket purchase kiya tha. Abhi tak confirmation nahi aaya.,credit card ticket purchase abhi confirmation nahi,1415
