registration_no,cleaned_text,language
MORLY/E/2023/7654321,staff behavior theek nahi unhone nahi,english
MORLY/E/2023/8376410,train timing bahut gadbad sabse late aati hope log ispe dhyan denge,english
MORLY/E/2023/1029684,apni ticket cancel karni refund nahi mila karu,english
MORLY/E/2023/5347823,train staff behavior bahut kharab training zarurat,english
MORLY/E/2023/1245789,platform bahut ganda maintenance nahi,english
MORLY/E/2023/7654321,train route galat alag station utarna,english
MORLY/E/2023/9876543,baar payment tickets nahi mili,english
MORLY/E/2023/2345678,railway staff bahut rude customer service improve karni chahiye,english
MORLY/E/2023/3456789,platform safai nahi bahut dikkat sakte,english
MORLY/E/2023/4567890,trains baarbaar late bahut pareshaani,english
MORLY/E/2023/5678901,ticket book payment nahi pata nahi,english
MORLY/E/2023/6789012,railway staff training bahut zaroori behavior theek nahi,english
MORLY/E/2023/7890123,railway station infrastructure theek nahi,english
MORLY/E/2023/8901234,train schedule bahut late iski reporting nahi,english
MORLY/E/2023/9012345,refund chahiye nahi mila jaldi,english
MORLY/E/2023/0123456,staff training zarurat attitude theek nahi,english
MORLY/E/2023/1234567,railway station safai bahut badi samasya,english
MORLY/E/2023/2345678,train time nahi aane samasya,english
MORLY/E/2023/3456789,apne refund wait pad sambhav,english
MORLY/E/2023/4567890,staff behavior theek nahi training zarurat,english
MORLY/E/2023/5678901,railway station infrastructure bahut kharab chahiye,english
MORLY/E/2023/6789012,trains late ispe chahiye,english
MORLY/E/2023/7890123,refund process bahut dheere jaldi hogi,english
MORLY/E/2023/1234567,train time nahi aana bahut samasya office time pahuchna,english
MORLY/E/2023/7654321,account paisa deduct ticket nahi mili,english
MORLY/E/2023/1237890,train staff behavior bahut bekar unhone ignore,english
MORLY/E/2023/9871234,station safai bahut khayal nahi rakha bhut ganda,english
MORLY/E/2023/4567890,train baarbaar late hoga,english
MORLY/E/2023/6543210,refund chahiye response nahi mil,english
MORLY/E/2023/3214567,ticket counter staff rude unse baat dikkat,english
MORLY/E/2023/9876543,railway platform infrastructure bahut poor khud chalne mushkil,english
MORLY/E/2023/1597532,kafi der train aayegi samasya hal,english
MORLY/E/2023/2468013,payment issue wajah ticket nahi mil,english
MORLY/E/2023/1472583,railway staff baat response samasya,english
MORLY/E/2023/2583691,platform suvidha infrastructure bahut kharab nahi,english
MORLY/E/2023/3692580,train late hue dekhna nafrat action,english
MORLY/E/2023/7418520,payment nahi,english
MORLY/E/2023/8529631,railway staff training achi nahi customer service nahi aata,english
MORLY/E/2023/9632587,platform chhalang lagana mushkil infrastructure sudharo,english
MORLY/E/2023/7896541,link train chhod dusri train hoga,english
MORLY/E/2023/4561230,payment issue chahiye,english
MORLY/E/2023/7891234,staff training behtar honi chahiye samasya samajhne nahi aata,english
MORLY/E/2023/3217890,platform safety khayal nahi rakha bahut dikkat,english
MORLY/E/2023/9876540,train schedule bahut changes thik,english
MORLY/E/2023/1234568,payment nahi ticket nahi mil,english
MORLY/E/2023/4567891,staff training bahut zaroori customer service nahi pata,english
MORLY/E/2023/1234567,train schedule nahi roz travel mushkil,english
MORLY/E/2023/2345678,ticket cancel paisa nahi,english
MORLY/E/2023/3456789,railway station bahut gandh safai nahi hoga,english
MORLY/E/2023/4567890,train staff saath bura vyavhaar hoga,english
MORLY/E/2023/5678901,train delay hone bahut dikkat solution milega,english
MORLY/E/2023/6789012,refund nahi mila jabki cancellation kripya dekhiye,english
MORLY/E/2023/7890123,platform safai bahut kharab kripya dhyan,english
MORLY/E/2023/8901234,train conductor baat nahi suni galat,english
MORLY/E/2023/9012345,aaj train late kripya dekhiye,english
MORLY/E/2023/0123456,train booking paisa nahi mila jabki ticket cancel,english
MORLY/E/2023/1234560,sewa quality bahut kharab theek chahiye,english
MORLY/E/2023/2345601,lagta staff training zarurat per chahiye,english
MORLY/E/2023/3456102,train schedule nahi mil samasya jaldi suljhao,english
MORLY/E/2023/4567123,pnr xxxxxx paisa nahi mila theek hoga,english
MORLY/E/2023/5678234,station building purani chahiye,english
MORLY/E/2023/6789345,staff training bahut zaroori chahiye,english
MORLY/E/2023/7890456,train time ghalat baar baar samasya,english
MORLY/E/2023/8901567,refund paisa nahi mila dekhiye,english
MORLY/E/2023/9012678,station facilities bahut kharab theek hoga,english
MORLY/E/2023/0123789,lagta staff behaviour behtar chahiye nahi chalega,english
MORLY/E/2023/1234890,train timings bahut late kripya,english
MORLY/E/2023/3245763,trains baar baar late office time pahunchna trains dekhkar aisa lagta control nahi,english
MORLY/E/2023/9823451,ticket book payment nahi bank statement nahi dikh,english
MORLY/E/2023/1357924,platform bahut ganda toilets theek nahi ummeed railways dhyan degi,english
MORLY/E/2023/8912345,train staff behavior achha nahi bahut arrogant,english
MORLY/E/2023/7623491,local train baar baar technical issues isse train service bahut prabhavit,english
MORLY/E/2023/4512308,online ticket book paise nahi gire bahut pareshani,english
MORLY/E/2023/6432985,railway station lift kaam nahi badi samasya logon physically challenged,english
MORLY/E/2023/9876542,train ticket collector gaali unacceptable iske action lena chahiye,english
MORLY/E/2023/4567893,trains bijli nahi bahut takleef khaas raat jab garmi badh jaati,english
MORLY/E/2023/6789345,pichle hafte train ticket payment abhi nahi kaisa system,english
MORLY/E/2023/1294837,railway station bahut zyada bheed isko manage,english
MORLY/E/2023/6574931,ticket staff samjhane samasya kayi baar wait padta,english
MORLY/E/2023/8347652,train toilet ganda log ispar dhyan nahi dete,english
MORLY/E/2023/1234567,online ticket book karte waqt payment nahi log,english
MORLY/E/2023/2345678,railway station water facility nahi humare major issue,english
MORLY/E/2023/3456789,kayi staff members training achi nahi log baare,english
MORLY/E/2023/5678901,train khana bahut bekar samasya log ispar nahi,english
MORLY/E/2023/7891234,payment process bahut dikkat log ispar,english
MORLY/E/2023/3450987,railway station parking kam samadhan,english
MORLY/E/2023/1234567,train schedule bahut bekar wait padta looking better timing,english
MORLY/E/2023/2345678,ticket refund nahi payment pata nahi chal,english
MORLY/E/2023/3456789,rail gaadi platform bahut gande infrastructure improve padega,english
MORLY/E/2023/4567890,staff behavior achha nahi unse baat dikkat,english
MORLY/E/2023/5678901,train delay information nahi milti improve communication,english
MORLY/E/2023/6789012,ticket book payment process nahi,english
MORLY/E/2023/7890123,railway station facilities kharab washrooms gande improve,english
MORLY/E/2023/8901234,staff training achhi nahi behavious improve chahiye,english
MORLY/E/2023/9012345,train time badal stability chahiye,english
MORLY/E/2023/0123456,payment status check option nahi,english
MORLY/E/2023/1234568,station building bahut purani lagti ise renovate chahiye,english
MORLY/E/2023/2345679,railway staff training zarurat unki service bekar,english
MORLY/E/2023/3456780,train chhodne waqt badal time nahi mila,english
MORLY/E/2023/4567891,refund process bahut slow jaldi,english
MORLY/E/2023/5678902,station safety measures bahut weak,english
MORLY/E/2023/6789013,staff attitude theek nahi sabko training,english
MORLY/E/2023/7890124,train anjaam pata nahi update,english
MORLY/E/2023/8901235,payment system bahut complex chahiye,english
MORLY/E/2023/9012346,station cleanliness bahut kharab,english
MORLY/E/2023/9876543,train timetable bohot kharab pichli baar late dhyaan dein,english
MORLY/E/2023/7654321,railway station infrastructure bohot purana restroom waiting area improve chahiye,english
MORLY/E/2023/6543210,payment process bahut dikkat ticket book amount deduct ticket nahi mili,english
MORLY/E/2023/5432109,conductor rude behavior dikhaya customer service expectations nahi mil,english
MORLY/E/2023/4321098,train timings sahi nahi pichli baar ghante late action lena chahiye,english
MORLY/E/2023/3210987,platform safai kami kayi baar dekha dhyaan dena chahiye,english
MORLY/E/2023/2109876,ticket book payment nahi money deduct,english
MORLY/E/2023/1098765,railway staff training acchi nahi behavior theek nahi dhyaan dena chahiye,english
MORLY/E/2023/0987654,train cancellation samajh nahi tickets refund nahi,english
MORLY/E/2023/7654321,railway station parking kami kayi baar dikkat action lena chahiye,english
MORLY/E/2023/6543210,ticket book paisa deduct ticket nahi mili bahut pareshani,english
MORLY/E/2023/5432109,staff behavior bohot pareshani training bahut zarurat,english
MORLY/E/2023/9876543,train connectivity bekar kayi baar late khud time waste,english
MORLY/E/2023/8765432,station facilities kami waiting area food stalls khayal rakhna chahiye,english
MORLY/E/2023/7654321,online ticket book payment nahi pareshan,english
MORLY/E/2023/6543210,railway staff training bekar behavior customer sath sahi nahi,english
MORLY/E/2023/5432109,train schedule bohot kharab pichle hafte baar train late,english
MORLY/E/2023/2109876,station bathrooms haal bohot kharab facilities nahi chahiye,english
MORLY/E/2023/8765432,ticket book problem payment nahi paisa deduct bahut bura,english
MORLY/E/2023/1234567,train schedule baar baar change,english
MORLY/E/2023/2345678,ticket payment nahi,english
MORLY/E/2023/3456789,railway staff behavior bahut bekar training chahiye,english
MORLY/E/2023/4567890,platform bahut ganda safai nahi,english
MORLY/E/2023/5678901,train late baar baar solution bataiye,english
MORLY/E/2023/6789012,ticket refund status bahut din,english
MORLY/E/2023/7890123,railway staff accha vyavhaar nahi,english
MORLY/E/2023/8901234,platform structure kharab action lije,english
MORLY/E/2023/9012345,train delay bahut pareshani,english
MORLY/E/2023/0123456,refund mila nahi bahut pareshan,english
MORLY/E/2023/1234568,railway staff problem samvida lekar,english
MORLY/E/2023/2345679,railway platform bahut kharab dhekhein,english
MORLY/E/2023/3456780,train schedule samay nahi bahut takleef,english
MORLY/E/2023/4567891,payment nahi mil,english
MORLY/E/2023/5678902,staff training zarurat behavior acha nahi,english
MORLY/E/2023/6789013,station bahut saari samasyaayein dekhiye,english
MORLY/E/2023/7890124,train timing sahi nahi bahut dikkat,english
MORLY/E/2023/8901235,payment confirmation nahi mila update nahi,english
MORLY/E/2023/9012346,staff saath dikkat unko samajhna mushkil,english
MORLY/E/2023/0123457,station safai bahut kharab nahi,english
MORLY/E/2023/1234569,train service bahut bekar nahi sakte,english
MORLY/E/2023/2345670,ticket payment nahi mila,english
MORLY/E/2023/2345678,train timing galat information nahi bahut pareshaan,english
MORLY/E/2023/3456789,ticket paisa nahi main baar baar check nahi,english
MORLY/E/2023/4567890,railway staff attitude bahut bekar unse baat samasya,english
MORLY/E/2023/5678901,station facilities bahut kharab washroom saaf nahi dekhiye,english
MORLY/E/2023/6789012,train time nahi dikkat logo ispar dhyan dena chahiye,english
MORLY/E/2023/7890123,refund nahi mila main baar baar contact response nahi,english
MORLY/E/2023/8901234,staff behavior bahut kharab unse baat samasya,english
MORLY/E/2023/9012345,station safai bahut bekar washroom usable nahi ispar dhyan,english
MORLY/E/2023/0123456,train schedule follow nahi samasya,english
MORLY/E/2023/1234560,ticket refund nahi mila complaint dhyan dein,english
MORLY/E/2023/2345601,railway staff behavior theek nahi unse baat mushkil,english
MORLY/E/2023/3456012,station infrastructure bahut kharab kahi saaf safai nahi,english
MORLY/E/2023/4560123,train schedule confirm nahi har baar problem,english
MORLY/E/2023/5601234,refund nahi mila logon response nahi aata,english
MORLY/E/2023/6012345,staff communication bahut bekar unse samajhne dikkat,english
MORLY/E/2023/7123456,platform safai bahut bekar bhoot saare log safai nahi,english
MORLY/E/2023/8234567,train service bahut bekar information nahi milta,english
MORLY/E/2023/9345678,ticket refund nahi mila update nahi bahut takleef,english
MORLY/E/2023/9876543,train timing baare pata kyunki paas update nahi,english
MORLY/E/2023/1234567,apne ticket refund nahi mila payment abhi nahi,english
MORLY/E/2023/2345678,train staff behaviour bahut kharab aise nahi,english
MORLY/E/2023/3456789,station safai nahi bahut gandh yahaan rahna mushkil,english
MORLY/E/2023/4567890,apne train schedule check bahut dikkat,english
MORLY/E/2023/5678901,recently ticket cancel refund nahi mila padega,english
MORLY/E/2023/6789012,staff members achha behave nahi training,english
MORLY/E/2023/7890123,platform bahut zyada gande paani dikkat iski sudhar,english
MORLY/E/2023/8901234,train displacement information chahiye kyunki train time nahi,english
MORLY/E/2023/9012345,ticket cancellation refund abhi nahi padega,english
MORLY/E/2023/0123456,staff attitude bahut pasand nahi chahiye,english
MORLY/E/2023/1234560,rail track halat bahut kharab train safar painful,english
MORLY/E/2023/2345601,train seating arrangement baare samajh nahi,english
MORLY/E/2023/3456012,payment baare nahi pata sakte,english
MORLY/E/2023/4560123,train staff behavior achha nahi dhyaan dena hoga,english
MORLY/E/2023/5601234,station paani bahut samasya jisse logon dikkat,english
MORLY/E/2023/6012345,train aana jaane schedule nahi mila sakte,english
MORLY/E/2023/7123456,payment confirmation nahi mila isse check sakte,english
MORLY/E/2023/8123456,train staff samasya sakte,english
MORLY/E/2023/9123456,station infrastructure bahut purana iski repair bahut zaroori,english
MORLY/E/2023/0123457,train schedule dekhne mushkil dhyaan sakta,english
MORLY/E/2023/2345678,payment issue transaction number xxx,english
MORLY/E/2023/3456789,train time nahi bahut samay lag,english
MORLY/E/2023/4567890,station safai nahi bahut ganda sakta,english
MORLY/E/2023/5678901,railway staff behavior accha nahi bahut bura laga,english
MORLY/E/2023/6789012,refund nahi mahine pehle apply,english
MORLY/E/2023/7890123,train delay hone wajah ghar nahi pahunch payi sakte,english
MORLY/E/2023/8901234,platform dardnaak gaddhe bahut khatarnaak fix,english
MORLY/E/2023/9012345,staff rude nahi theek nahi,english
MORLY/E/2023/0123456,train information nahi bahut dikkat nahi sakte,english
MORLY/E/2023/1234567,railway station bahut saari facilities nahi,english
MORLY/E/2023/3456789,pehle zyada paisa charge kyu,english
MORLY/E/2023/4567890,train schedule baar baar badal samasya,english
MORLY/E/2023/5678901,station signal system kharaab iski wajah dikkat,english
MORLY/E/2023/6789012,railway personnel samasya dhyan nahi nahi mili,english
MORLY/E/2023/7890123,train timing sahi jankari nahi mil bahut pareshani,english
MORLY/E/2023/8901234,platform khudai bahut dikkat,english
MORLY/E/2023/0123456,railway employees behavior theek nahi nahi mil,english
