registration_no,subject_content_text,cleaned_text,ymeans_cluster
MORLY/E/2023/5678902,"Station ki cleanliness bilkul nahi hai, is par dhyan de.",station cleanliness nahi dhyan,0
MORLY/E/2023/6789013,"TTE ne meri seat ko kisi aur ko de diya, yeh bahut bura hai.",tte seat kisi bahut bura,0
MORLY/E/2023/7890124,"Mujhe train ki timing nahi pata, please batao.",train timing nahi pata batao,0
MORLY/E/2023/8901235,"Mujhe refund ka update nahi mila, help karein.",refund update nahi mila,1
MORLY/E/2023/1234567,"Train time pe nahi aayi, bahut problems ho rahi hain. Aap log kya kar rahe ho?",train time nahi bahut problems log,0
MORLY/E/2023/2345678,"Platform pe safai nahi hoti, bahut gandh hai. Aap log ispe dhyan do.",platform safai nahi bahut gandh log ispe dhyan,0
MORLY/E/2023/3456789,"Mere ticket ki payment ab tak nahi hui hai, bahut pareshaan hoon. Please help!",ticket payment nahi bahut pareshaan,1
MORLY/E/2023/4567890,"TTE ne mujhe bhaari shabd ka upyog kiya, mujhe yeh bilkul bhi pasand nahi aaya. Aap kya kar sakte hain?",tte bhaari shabd upyog pasand nahi sakte,0
MORLY/E/2023/5678901,"Train der se aayi, aur koi information nahi thi. Bahut samasya hui!",train der information nahi bahut samasya,0
MORLY/E/2023/6789012,Railway station ki facilities bahut bekar hain. Jaldi sudhar karein.,railway station facilities bahut bekar jaldi sudhar,0
MORLY/E/2023/7890123,"Mujhe refund ka status nahi pata chala, aap please mujhe bata sakte hain?",refund status nahi pata chala bata sakte,0
MORLY/E/2023/8901234,"Mujhe railway staff ne ghalat information di, kya aap isko dekhenge?",railway staff ghalat information isko dekhenge,0
MORLY/E/2023/9012345,"Train ka route galat bataya gaya, bahut confusion hua. Iska kuch karein.",train route galat bataya bahut confusion,0
MORLY/E/2023/0123456,"Station ki building bahut purani hai, ispe kuch karna chahiye.",station building bahut purani ispe chahiye,0
MORLY/E/2023/1123457,"Mujhe ticket ka paisa nahi mila, please jaldi dekhein.",ticket paisa nahi mila jaldi dekhein,1
MORLY/E/2023/2123458,"Mujhe staff se rude behaviour ka samna karna pada, please dekhein isse.",staff rude behaviour samna pada dekhein isse,0
MORLY/E/2023/3123459,Train time se nahi aayi aur koi information nahi di gayi. Bahut pareshaani hui.,train time nahi information nahi bahut pareshaani,0
MORLY/E/2023/4123460,Station par infra bahut purani aur kharab hai. Isme sudhar hona chahiye.,station infra bahut purani kharab isme sudhar chahiye,0
MORLY/E/2023/5123461,"Mujhe payment ka confirmation nahi mila, please help!",payment confirmation nahi mila,1
MORLY/E/2023/6123462,"Staff ne mujhe galat information di, please is par kuch karein.",staff galat information,0
MORLY/E/2023/7123463,"Mere train ka schedule bilkul galat hai, please kuch karein.",train schedule galat,0
MORLY/E/2023/8123464,"Station ki safai bahut kharab hai, is par kuch karna chahiye.",station safai bahut kharab chahiye,0
MORLY/E/2023/9123465,"Mujhe ticket ke liye ab tak paisa nahi mila hai, please check karein!",ticket paisa nahi mila check,1
MORLY/E/2023/1234567,Train ka schedule barabar nahi hai. Humne 2 gante tak intezar kiya lekin train nahi aayi.,train schedule barabar nahi humne gante intezar train nahi,0
MORLY/E/2023/2345678,"Mujhe refund nahi mila hai, maine tickets cancel kiye the. Bahut pareshani ho rahi hai.",refund nahi mila tickets cancel kiye bahut pareshani,1
MORLY/E/2023/3456789,Railway personnel ka attitude bahut bekar hai. Unhe customer service ka training dena chahiye.,railway personnel attitude bahut bekar customer service training dena chahiye,0
MORLY/E/2023/4567890,"Platform par safai nahi hoti, aur washroom bhi bahut ganda hai. Ispar kuch karna chahiye.",platform safai nahi washroom bahut ganda ispar chahiye,0
MORLY/E/2023/5678901,Train ka late hona ek common issue hai. Isse passengers ko kaafi dikkat hoti hai.,train late common issue isse passengers dikkat,0
MORLY/E/2023/6789012,Mujhe online payment karne ke baad bhi confirmation nahi mila. Bahut samay ho gaya.,online payment baad confirmation nahi mila bahut samay,1
MORLY/E/2023/7890123,Railway staff ka behavior theek nahi hai. Unhe training deni chahiye.,railway staff behavior theek nahi training deni chahiye,0
MORLY/E/2023/8901234,Station ki facilities bahut purani ho gayi hain. Nayi facilities chahiye.,station facilities bahut purani nayi facilities chahiye,0
MORLY/E/2023/9012345,Train ko bahut late hote dekhna mujhe achha nahi lagta. Is par kuch karna chahiye.,train bahut late dekhna achha nahi lagta chahiye,0
MORLY/E/2023/0123456,"Mera ticket cancel ho gaya tha, lekin refund nahi mila. Bahut takleef ho rahi hai.",ticket cancel refund nahi mila bahut takleef,1
MORLY/E/2023/1234560,Railway staff ko behavious ke liye training ki zarurat hai. Kafi baar rude hote hain.,railway staff behavious training zarurat kafi baar rude,0
MORLY/E/2023/2345601,Station me kaafi suvidha nahi hai. Kafi samay se nayi suvidhaon ki kami hai.,station suvidha nahi kafi samay nayi suvidhaon kami,0
MORLY/E/2023/3456012,Train ki punctuality bahut kharab hai. Daily commuters ko dikkat hoti hai.,train punctuality bahut kharab daily commuters dikkat,0
MORLY/E/2023/4560123,"Mujhe payment nahi mila hai. Bahut din ho gaye hain, koi response nahi aya.",payment nahi mila bahut din response nahi aya,1
MORLY/E/2023/5678901,"Staff ka behaviour kuch acha nahi hai, unhe training ki zarurat hai.",staff behaviour acha nahi training zarurat,0
MORLY/E/2023/6789012,"Station ki safai bahut kharab hai, is par kuch karna chahiye.",station safai bahut kharab chahiye,0
MORLY/E/2023/7890123,"Train ka time barabar nahi hai. Bahut baar late hoti hai, is par koi action lena chahiye.",train time barabar nahi bahut baar late action lena chahiye,0
MORLY/E/2023/8901234,"Mujhe refund nahi mila hai, maine tickets cancel kiye the, koi response nahi hai.",refund nahi mila tickets cancel kiye response nahi,1
MORLY/E/2023/9012345,Staff ka behavior bahut bekar hai. Unhe training ki zarurat hai.,staff behavior bahut bekar training zarurat,0
MORLY/E/2023/2345678,"Train ki timing baar baar change ho rahi hai, mujhe bahut dikkat hoti hai.",train timing baar baar change bahut dikkat,0
MORLY/E/2023/3456789,Maine ticket ke liye payment kiya tha par paisa nahi gaya. Help karein!,ticket payment paisa nahi,1
MORLY/E/2023/4567890,Railway staff ki attitude bahut kharab hai. Help karna chahiye.,railway staff attitude bahut kharab chahiye,0
MORLY/E/2023/5678901,"Station par facilities bahut poor hain, toilets kharab hai.",station facilities bahut poor toilets kharab,0
MORLY/E/2023/6789012,"Trains baar baar late ho rahi hain, kaafi pareshani ho rahi hai.",trains baar baar late pareshani,0
MORLY/E/2023/7890123,"Mere account se galti se double payment ho gaya hai, refund chahiye.",account galti double payment refund chahiye,1
MORLY/E/2023/8901234,"Railway ke staff ne mujhe bekaar treat kiya, koi aadar nahi.",railway staff bekaar treat aadar nahi,0
MORLY/E/2023/9012345,"Platform par safai nahi hoti, bahut ganda hai, kuch karna chahiye.",platform safai nahi bahut ganda chahiye,0
MORLY/E/2023/0123456,"Train ki route mein changes ke liye koi notification nahi milta, bahut mushkil hoti hai.",train route changes notification nahi milta bahut mushkil,0
MORLY/E/2023/1234560,"Maine ticket cancel kiya tha, par refund nahi aaya. Bahut samasya hai.",ticket cancel refund nahi bahut samasya,1
MORLY/E/2023/2345601,"Staff ne mere saath bura vyavhaar kiya, kya aap kuch kar sakte hain?",staff saath bura vyavhaar sakte,0
MORLY/E/2023/3456012,"Station ki cleaning bahut kharab hai, koi dhyaan nahi deta.",station cleaning bahut kharab dhyaan nahi deta,0
MORLY/E/2023/4560123,"Train ki facilities achi nahi hain, khaas karke toilets.",train facilities achi nahi khaas toilets,0
MORLY/E/2023/5670123,"Mere payment ka status nahi mil raha hai, kripya check karein.",payment status nahi mil kripya check,1
MORLY/E/2023/6780123,"Railway staff ki training zaroori hai, unhe sahi vyavhaar nahi pata.",railway staff training zaroori sahi vyavhaar nahi pata,0
MORLY/E/2023/7890123,"Station par roof kharab hai, baarish mein paani girta hai.",station roof kharab baarish paani girta,0
MORLY/E/2023/8901234,Train ki safety measures bahut kharab hain. Kuch hona chahiye.,train safety measures bahut kharab chahiye,0
MORLY/E/2023/9012345,"Payment ka confirmation nahi mila, kaafi pareshaani ho rahi hai.",payment confirmation nahi mila pareshaani,1
MORLY/E/2023/0123456,"Staff ka behavior acha nahi hai, humare liye samasya ho rahi hai.",staff behavior acha nahi humare samasya,0
MORLY/E/2023/1234567,Train ka schedule baar baar badal raha hai. Bahut pareshani ho rahi hai. Please thik karein!,train schedule baar baar badal bahut pareshani thik,0
MORLY/E/2023/2345678,Mera payment refund nahi hua hai. Bahut din ho gaye! Kya ho raha hai?,payment refund nahi bahut din,1
MORLY/E/2023/3456789,Station par safai ka bahut kharaab haal hai. Kya kuchh nahi hota yahan?,station safai bahut kharaab haal kuchh nahi yahan,0
MORLY/E/2023/4567890,"Staff ne mujhe baat nahi karne di, bahut hi rude the. Iske liye kya karein?",staff baat nahi bahut rude iske,0
MORLY/E/2023/5678901,Train on time nahi aati hai! Bahut baar late ho jati hai. Aap log kya kar rahe hain?,train time nahi aati bahut baar late jati log,0
MORLY/E/2023/6789012,"Mujhe ticket ka paisa wapas nahi mila, customer service se koi madad nahi mili.",ticket paisa wapas nahi mila customer service nahi mili,1
MORLY/E/2023/7890123,"Platform ka haal bahut kharab hai, paani bhara rehta hai. Ispar dhyan dena zaroori hai!",platform haal bahut kharab paani bhara rehta ispar dhyan dena zaroori,0
MORLY/E/2023/8901234,"Railway staff ke saath baat karne mein koi aasan nahi raha, rude behavior tha.",railway staff saath baat aasan nahi rude behavior,0
MORLY/E/2023/9012345,"Trains baar baar cancel ho rahi hain, mujhe bahut mushkil ho rahi hai. Please kuch karein!",trains baar baar cancel bahut mushkil,0
MORLY/E/2023/0123456,"Mera ticket cancel ho gaya tha, par paisa wapas nahi mila. Bahut pareshani ho rahi hai.",ticket cancel paisa wapas nahi mila bahut pareshani,1
MORLY/E/2023/1234568,"Station ka infrastructure bahut kharab hai, safai nahi hoti hai. Yeh sab kaise chalega?",station infrastructure bahut kharab safai nahi chalega,0
MORLY/E/2023/2345679,"Staff ne mujhe bahut beizzati feel karwaya, kya yeh sahi hai?",staff bahut beizzati feel karwaya sahi,0
MORLY/E/2023/3456780,"Train ka delay hamesha hota hai, kya yeh aam baat hai? Iska kuchh solution nahi hai kya?",train delay hamesha aam baat kuchh solution nahi,0
MORLY/E/2023/4567891,"Mujhe train ticket ka paisa nahi mila, kya aap kuchh kar sakte hain?",train ticket paisa nahi mila kuchh sakte,1
MORLY/E/2023/5678902,Station par stalls nahi hai. Khana khane ke liye koi arrangement nahi hai. Yeh bahut zaroori hai.,station stalls nahi khana khane arrangement nahi bahut zaroori,0
MORLY/E/2023/6789013,"Railway employee ne mujhe beizzati feel karwaya, kya iske liye koi action nahi hoga?",railway employee beizzati feel karwaya iske action nahi hoga,0
MORLY/E/2023/7890124,Train ka baar baar delay hona bahut pareshan kar raha hai. Iska koi solution nahi kya?,train baar baar delay bahut pareshan solution nahi,0
MORLY/E/2023/8901235,"Mujhe refund nahi mila, kaafi time ho gaya. Kya aap kuchh kar sakte hain?",refund nahi mila time kuchh sakte,1
MORLY/E/2023/9012346,"Station ki safai bahut kharab hai, kuchh nahi ho raha. Yeh bahut zaroori hai!",station safai bahut kharab kuchh nahi bahut zaroori,0
MORLY/E/2023/8912345,Train ka waqt barobar nahi hai. Mera train 2 ghante late hua hai!,train waqt barobar nahi train ghante late,0
MORLY/E/2023/7654321,"Mera ticket ka paisa refund nahi hua hai, bahut time ho gaya hai!",ticket paisa refund nahi bahut time,1
MORLY/E/2023/6543210,"Station staff bahut rude hain, unhe training ki zarurat hai!",station staff bahut rude training zarurat,0
MORLY/E/2023/5432109,"Platform par safai nahi hai, bahut gandh hai! Jaldi kuch karo!",platform safai nahi bahut gandh jaldi,0
MORLY/E/2023/4321098,"Mera train cancel ho gaya, koi information nahi di gayi!",train cancel information nahi,0
MORLY/E/2023/3210987,Ticket purchase ke time payment failed ho gayi thi. Ab kya karun?,ticket purchase time payment failed karun,1
MORLY/E/2023/2109876,"Train ke staff ne mujhe ignore kiya, service badhkar honi chahiye!",train staff ignore service badhkar honi chahiye,0
MORLY/E/2023/1098765,"Railway station par washroom gande hain, unhe theek karo!",railway station washroom gande theek,0
MORLY/E/2023/0987654,Train ka schedule properly nahi hai. Pehle bhi complain kiya tha.,train schedule properly nahi pehle complain,0
MORLY/E/2023/5678901,"Payment gateway kaam nahi kar raha, ticket nahi mil raha!",payment gateway kaam nahi ticket nahi mil,1
MORLY/E/2023/6789012,"Staff ne train ki details nahi di, bahut problem hui!",staff train details nahi bahut problem,0
MORLY/E/2023/7890123,"Railway crossing par koi signal nahi hai, bahut danger hai!",railway crossing signal nahi bahut danger,0
MORLY/E/2023/8901234,"Train ka schedule bhi nahi hai, problem ho rahi hai!",train schedule nahi problem,0
MORLY/E/2023/1234560,"Mera ticket ka paisa nahi wapas hua, please help!",ticket paisa nahi wapas,1
MORLY/E/2023/2345678,"Mujhe station par help nahi mili, staff ko training ki zarurat hai!",station nahi mili staff training zarurat,0
MORLY/E/2023/3456789,"Platform par safety barriers nahi hain, yeh bahut zaroori hai!",platform safety barriers nahi bahut zaroori,0
MORLY/E/2023/4567890,"Train ka time kaafi badal gaya hai, kuch nahi pata chala!",train time badal nahi pata chala,0
MORLY/E/2023/0123459,"Mujhe refund nahi mila, please jaldi help karein!",refund nahi mila jaldi,1
MORLY/E/2023/1234567,Train ka schedule time se nahi hai. Koi bhi update nahi mil raha hai. Bahut pareshani ho rahi hai.,train schedule time nahi update nahi mil bahut pareshani,0
MORLY/E/2023/2345678,"Maine ticket book kiya tha aur payment deduct ho gaya, par ticket nahi mili. Bahut zyada tension ho raha hai.",ticket book payment deduct ticket nahi mili bahut zyada tension,1
MORLY/E/2023/3456789,Station par cleaniness nahi hai. Bahut ganda hai. Yahan rahna mushkil ho raha hai.,station cleaniness nahi bahut ganda yahan rahna mushkil,0
MORLY/E/2023/4567890,Train staff rude hai. Customer service accha nahi hai. Kuch samajh nahi aa raha hai.,train staff rude customer service accha nahi samajh nahi,0
MORLY/E/2023/5678901,Train delay ho gaya hai. 3 ghante se zyada ho gaya. Kisi ne kuch nahi bola.,train delay ghante zyada kisi nahi bola,0
MORLY/E/2023/6789012,"Mera refund kab milega? Main baar baar call kar rahi hoon, par koi jawaab nahi mil raha.",refund milega main baar baar call jawaab nahi mil,0
MORLY/E/2023/7890123,Platform par koi shelter nahi hai. Barish ho rahi hai aur koi bhi jagah nahi hai beithne ke liye.,platform shelter nahi barish jagah nahi beithne,0
MORLY/E/2023/8901234,Train conductor ko mujhe beech mein hi ghuskar bolne ka haq nahi hai. Bahut badtameezi hai.,train conductor beech ghuskar bolne haq nahi bahut badtameezi,0
MORLY/E/2023/9012345,Train ka time table galat hai. Pichle do hafte se barbadi ho rahi hai.,train time table galat pichle hafte barbadi,0
MORLY/E/2023/0123456,Mujhe ticket ka paisa nahi mila. Maine sab kuch follow up kiya hai; koi jawab nahi.,ticket paisa nahi mila follow jawab nahi,1
MORLY/E/2023/1234568,Railway station ki facilities bhut purani ho gayi hai. Upgrade karne ki zarurat hai.,railway station facilities bhut purani upgrade zarurat,0
MORLY/E/2023/2345679,Staff ki training nahi hai. Bahut ganda behavior hai. Aisa nahi hona chahiye.,staff training nahi bahut ganda behavior aisa nahi chahiye,0
MORLY/E/2023/3456780,Train service khatam karne ka kya soch rahe hain? Yeh bahut bura hai.,train service khatam soch bahut bura,0
MORLY/E/2023/4567891,Refund ka process bahut slow hai. Maine do hafton se wait kiya hai.,refund process bahut slow hafton wait,0
MORLY/E/2023/5678902,Platform ki condition kharab hai. Bahut mushkil hai chadhne mein.,platform condition kharab bahut mushkil chadhne,0
MORLY/E/2023/6789013,Staff ka behavior accha nahi hai. Customer ki taraf se koi support nahi hai.,staff behavior accha nahi customer taraf support nahi,0
MORLY/E/2023/7890124,Train ke platform par crowd control nahi hai. Bahut mushkil ho raha hai chadhne mein.,train platform crowd control nahi bahut mushkil chadhne,0
MORLY/E/2023/8901235,Mujhe refund nahi mila. Main customer service ko baar baar call karti hoon.,refund nahi mila main customer service baar baar call karti,1
MORLY/E/2023/9012346,Railway station ka infrastructure bahut poor hai. Upgrade ki zarurat hai.,railway station infrastructure bahut poor upgrade zarurat,0
MORLY/E/2023/6543210,"Mere train ka schedule bar bar change ho raha hai, bahut dikkat ho rahi hai.",train schedule bar bar change bahut dikkat,0
